;index;Unnamed: 0.1;Unnamed: 0;mode;price;pbeach;ppier;pboat;pcharter;cbeach;cpier;cboat;ccharter;income
236;236;236;236;beach;21.386;21.386;21.386;21.386;46.386;0.0678;0.0052;0.1491;0.2421;4583.332
237;237;237;237;beach;9.522;9.522;9.522;9.522;34.522;0.0678;0.0503;0.2601;0.5391;3749.9999
238;238;238;238;boat;51.842;316.342;316.342;51.842;86.84200000000001;0.5333;0.4522;0.2413;1.0266;3749.9999
239;239;239;239;boat;5.922000000000001;32.242;32.242;5.922000000000001;34.922;0.0678;0.0789;0.0014;0.0029;2083.3332
240;240;240;240;pier;9.522;9.522;9.522;9.522;34.522;0.0678;0.0503;0.0276;0.0029;3749.9999
241;241;241;241;boat;11.322;11.322;11.322;11.322;36.322;0.0678;0.0503;0.0276;0.0029;4583.332
242;242;242;242;beach;9.522;9.522;9.522;9.522;34.522;0.0678;0.0503;0.0276;0.0029;3749.9999
243;243;243;243;beach;71.442;71.442;71.442;13.122;42.122;0.0678;0.0789;0.1643;0.5391;5416.6667
244;244;244;244;boat;14.58;14.58;14.58;14.58;39.58;0.0678;0.0503;0.2601;0.5391;5416.6667
245;245;245;245;charter;33.58;8.58;8.58;8.58;33.58;0.0678;0.0052;0.1491;0.2421;2916.6666
246;246;246;246;charter;41.58;56.61;56.61;12.58;41.58;0.0678;0.0025;0.0499;0.2421;4583.332
247;247;247;247;charter;43.58;18.58;18.58;18.58;43.58;0.0678;0.0503;0.2601;0.5391;7083.3317
248;248;248;248;pier;8.58;8.58;8.58;8.58;33.58;0.0678;0.0503;0.2601;0.5391;2916.6666
249;249;249;249;boat;666.11;359.022;359.022;666.11;691.11;0.2537;0.1498;0.0531;0.0052;8750.001
250;250;250;250;charter;35.58;29.61;29.61;6.58;35.58;0.0678;0.0025;0.0499;0.2421;2083.3332
251;251;251;251;boat;20.61;135.11;135.11;20.61;55.61;0.5333;0.4522;0.2413;1.0266;1249.9998
252;252;252;252;charter;29.58;4.58;4.58;4.58;29.58;0.0678;0.0503;0.023;0.1648;1249.9998
253;253;253;253;boat;6.58;6.58;6.58;6.58;31.58;0.0678;0.0503;0.0031;0.0041;2083.3332
254;254;254;254;boat;31.586;31.586;31.586;31.586;56.586000000000006;0.0678;0.0052;0.1491;0.2421;7083.3317
255;255;255;255;charter;49.786;24.786;24.786;24.786;49.786;0.0678;0.0052;0.1491;0.2421;5416.6667
256;256;256;256;pier;13.818;13.818;13.818;13.818;42.818000000000005;0.0678;0.0025;0.0499;0.2421;2083.3332
257;257;257;257;charter;59.618;30.618;30.618;30.618;59.618;0.0678;0.0789;0.1643;0.5391;5416.6667
258;258;258;258;boat;4.29;214.5;214.5;4.29;39.29;0.5333;0.4522;0.0051;1.0266;2916.6666
259;259;259;259;boat;5.29;264.5;264.5;5.29;40.29;0.5333;0.4522;0.0156;0.0058;3749.9999
260;260;260;260;charter;33.29;4.29;4.29;4.29;33.29;0.0678;0.0789;0.0971;0.1648;2916.6666
261;261;261;261;beach;4.122;4.122;4.122;4.122;29.122;0.0678;0.0503;0.2601;0.5391;1249.9998
262;262;262;262;pier;5.922000000000001;5.922000000000001;5.922000000000001;5.922000000000001;30.922;0.0678;0.0503;0.0276;0.0029;2083.3332
263;263;263;263;beach;71.442;71.442;71.442;13.122;42.122;0.0678;0.0025;0.0499;0.2421;5416.6667
264;264;264;264;boat;5.922000000000001;5.922000000000001;5.922000000000001;5.922000000000001;30.922;0.0678;0.0503;0.0276;0.0029;2083.3332
265;265;265;265;pier;15.87;15.87;15.87;15.87;40.87;0.0678;0.0503;0.0276;0.0029;3749.9999
266;266;266;266;boat;3.87;6.45;6.45;3.87;32.87;0.0678;0.0789;0.0014;0.0029;416.66668
267;267;267;267;boat;12.58;12.58;12.58;12.58;37.58;0.0678;0.0503;0.0276;0.0029;4583.332
268;268;268;268;boat;6.58;6.58;6.58;6.58;31.58;0.0678;0.0052;0.1491;0.2421;2083.3332
269;269;269;269;pier;6.58;6.58;6.58;6.58;31.58;0.0678;0.0503;0.2601;0.5391;2083.3332
270;270;270;270;charter;32.722;7.722;7.722;7.722;32.722;0.0678;0.0503;0.0276;0.0029;2916.6666
271;271;271;271;boat;3.29;164.5;164.5;3.29;38.29;0.5333;0.4522;0.1665;0.3975;2083.3332
272;272;272;272;charter;30.29;5.29;5.29;5.29;30.29;0.0678;0.0503;0.0276;0.0029;3749.9999
273;273;273;273;boat;3.29;3.29;3.29;3.29;32.29;0.0678;0.0789;0.0014;0.0029;2083.3332
274;274;274;274;charter;34.29;5.29;5.29;5.29;34.29;0.0678;0.0789;0.0971;0.1648;3749.9999
275;275;275;275;pier;2.29;2.29;2.29;2.29;31.29;0.0678;0.0789;0.0971;0.1648;1249.9998
276;276;276;276;boat;5.29;264.5;264.5;5.29;40.29;0.5333;0.4522;0.0051;1.0266;3749.9999
277;277;277;277;charter;36.29;7.29;7.29;7.29;36.29;0.0678;0.0789;0.0014;0.0029;5416.6667
278;278;278;278;beach;13.29;13.29;13.29;13.29;42.29;0.0678;0.0789;0.1643;0.0041;10416.666
279;279;279;279;charter;39.29;214.5;214.5;4.29;39.29;0.5333;0.4522;0.2413;1.0266;2916.6666
280;280;280;280;charter;29.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.023;0.1648;2916.6666
281;281;281;281;charter;31.29;166.21200000000002;166.21200000000002;7.29;31.29;0.1049;0.0079;0.0613;0.3087;5416.6667
282;282;282;282;charter;35.29;6.29;6.29;6.29;35.29;0.0678;0.0789;0.0971;0.1648;4583.332
283;283;283;283;boat;8.29;189.012;189.012;8.29;32.29;0.1049;0.0079;0.0613;0.3087;6250.0013
284;284;284;284;charter;38.29;164.5;164.5;3.29;38.29;0.5333;0.0069;0.0361;0.4216;2083.3332
285;285;285;285;charter;33.29;4.29;4.29;4.29;33.29;0.0678;0.0025;0.0499;0.2421;2916.6666
286;286;286;286;charter;37.29;114.5;114.5;2.29;37.29;0.5333;0.4522;0.2413;1.0266;1249.9998
287;287;287;287;pier;2.29;2.29;2.29;2.29;31.29;0.0678;0.0789;0.1643;0.5391;1249.9998
288;288;288;288;pier;75.012;75.012;75.012;75.012;93.512;0.2537;0.1498;0.0233;0.0219;2083.3332
289;289;289;289;pier;4.29;4.29;4.29;4.29;33.29;0.0678;0.0789;0.1643;0.5391;2916.6666
290;290;290;290;boat;4.29;214.5;214.5;4.29;39.29;0.5333;0.4522;0.0051;1.0266;2916.6666
291;291;291;291;boat;3.29;75.012;75.012;3.29;27.29;0.1049;0.0451;0.1574;0.4671;2083.3332
292;292;292;292;charter;35.87;11.45;11.45;6.87;35.87;0.0678;0.0789;0.0971;0.1648;1249.9998
293;293;293;293;charter;47.87;31.45;31.45;18.87;47.87;0.0678;0.0789;0.1643;0.5391;4583.332
294;294;294;294;charter;58.87;33.87;33.87;33.87;58.87;0.0678;0.0503;0.2601;0.5391;8750.001
295;295;295;295;boat;53.68600000000001;843.186;843.186;53.68600000000001;88.686;0.5333;0.4522;0.2413;1.0266;12499.998
296;296;296;296;charter;42.29;364.5;364.5;7.29;42.29;0.5333;0.4522;0.0051;1.0266;5416.6667
297;297;297;297;charter;41.29;314.5;314.5;6.29;41.29;0.5333;0.4522;0.2413;1.0266;4583.332
298;298;298;298;charter;30.29;5.29;5.29;5.29;30.29;0.0678;0.0503;0.023;0.1648;3749.9999
299;299;299;299;boat;5.29;264.5;264.5;5.29;40.29;0.5333;0.4522;0.2413;1.0266;3749.9999
300;300;300;300;charter;36.29;7.29;7.29;7.29;36.29;0.0678;0.0789;0.0971;0.1648;5416.6667
301;301;301;301;boat;4.29;97.812;97.812;4.29;28.29;0.1049;0.0451;0.0023;0.0046;2916.6666
302;302;302;302;pier;3.29;3.29;3.29;3.29;28.29;0.0678;0.0503;0.0276;0.0029;2083.3332
303;303;303;303;beach;8.29;8.29;8.29;8.29;33.29;0.0678;0.0503;0.2601;0.5391;6250.0013
304;304;304;304;charter;35.58;10.58;10.58;10.58;35.58;0.0678;0.0503;0.0276;0.0029;3749.9999
305;305;305;305;beach;11.186;11.186;11.186;11.186;36.186;0.0678;0.0503;0.2601;0.5391;2083.3332
306;306;306;306;beach;38.386;38.386;38.386;38.386;63.386;0.0678;0.0503;0.2601;0.5391;8750.001
307;307;307;307;boat;8.58;8.58;8.58;8.58;33.58;0.0678;0.0503;0.0276;0.0029;2916.6666
308;308;308;308;charter;37.58;38.61;38.61;8.58;37.58;0.0678;0.0025;0.0499;0.2421;2916.6666
309;309;309;309;charter;29.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.2601;0.5391;2916.6666
310;310;310;310;boat;4.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.0276;0.0029;2916.6666
311;311;311;311;charter;27.29;75.012;75.012;3.29;27.29;0.1049;0.0451;0.0023;0.0046;2083.3332
312;312;312;312;boat;4.29;214.5;214.5;4.29;39.29;0.5333;0.4522;0.0051;1.0266;2916.6666
313;313;313;313;boat;5.29;5.29;5.29;5.29;30.29;0.0678;0.0503;0.0276;0.0029;3749.9999
314;314;314;314;charter;30.29;143.412;143.412;6.29;30.29;0.1049;0.0451;0.1574;0.4671;4583.332
315;315;315;315;charter;29.29;4.29;4.29;4.29;29.29;0.0678;0.0052;0.1491;0.2421;2916.6666
316;316;316;316;charter;35.29;6.29;6.29;6.29;35.29;0.0678;0.0789;0.1643;0.5391;4583.332
317;317;317;317;boat;6.29;6.29;6.29;6.29;31.29;0.0678;0.0503;0.2601;0.5391;4583.332
318;318;318;318;charter;29.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.0276;0.0029;2916.6666
319;319;319;319;pier;3.29;3.29;3.29;3.29;28.29;0.0678;0.0052;0.1491;0.2421;2083.3332
320;320;320;320;charter;32.29;26.32;26.32;3.29;32.29;0.0678;0.0789;0.1643;0.0041;2083.3332
321;321;321;321;pier;4.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.2601;0.5391;2916.6666
322;322;322;322;pier;2.29;2.29;2.29;2.29;27.29;0.0678;0.0503;0.2601;0.5391;1249.9998
323;323;323;323;pier;2.29;2.29;2.29;2.29;27.29;0.0678;0.0503;0.2601;0.5391;1249.9998
324;324;324;324;beach;4.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.2601;0.5391;2916.6666
325;325;325;325;boat;8.29;8.29;8.29;8.29;33.29;0.0678;0.0503;0.2601;0.5391;6250.0013
326;326;326;326;boat;7.29;7.29;7.29;7.29;32.29;0.0678;0.0503;0.2601;0.5391;5416.6667
327;327;327;327;pier;13.29;13.29;13.29;13.29;38.29;0.0678;0.0503;0.2601;0.5391;10416.666
328;328;328;328;boat;3.29;3.29;3.29;3.29;28.29;0.0678;0.0503;0.023;0.1648;2083.3332
329;329;329;329;boat;6.29;6.29;6.29;6.29;31.29;0.0678;0.0052;0.1491;0.2421;4583.332
330;330;330;330;charter;32.29;26.32;26.32;3.29;32.29;0.0678;0.0789;0.0971;0.1648;2083.3332
331;331;331;331;boat;4.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.0276;0.0029;2916.6666
332;332;332;332;boat;6.29;6.29;6.29;6.29;31.29;0.0678;0.0503;0.0276;0.0029;4583.332
333;333;333;333;charter;45.58;74.61;74.61;16.58;45.58;0.0678;0.0025;0.0499;0.2421;6250.0013
334;334;334;334;pier;4.29;4.29;4.29;4.29;29.29;0.0678;0.0503;0.2601;0.5391;2916.6666
335;335;335;335;charter;31.29;6.29;6.29;6.29;31.29;0.0678;0.0503;0.2601;0.5391;4583.332
336;336;336;336;beach;2.29;2.29;2.29;2.29;27.29;0.0678;0.0503;0.0276;0.0029;1249.9998
337;337;337;337;pier;5.29;5.29;5.29;5.29;30.29;0.0678;0.0503;0.0276;0.0029;3749.9999
338;338;338;338;boat;3.29;3.29;3.29;3.29;28.29;0.0678;0.0503;0.0276;0.0029;2083.3332
339;339;339;339;boat;2.29;2.29;2.29;2.29;27.29;0.0678;0.0503;0.0276;0.0029;1249.9998
340;340;340;340;boat;4.29;34.32;34.32;4.29;33.29;0.0678;0.0789;0.0014;0.0029;2916.6666
341;341;341;341;charter;31.29;6.29;6.29;6.29;31.29;0.0678;0.0503;0.0276;0.0029;4583.332
342;342;342;342;boat;9.29;9.29;9.29;9.29;34.29;0.0678;0.0503;0.2601;0.5391;7083.3317
343;343;343;343;beach;306.82;306.82;306.82;42.32;77.32;0.5333;0.4522;0.2413;1.0266;3749.9999
344;344;344;344;boat;231.822;65.61;65.61;231.822;266.822;0.0678;0.0789;0.0897;1.0905;5416.6667
345;345;345;345;boat;8.29;8.29;8.29;8.29;33.29;0.0678;0.0503;0.0276;0.0029;6250.0013
346;346;346;346;charter;58.32;132.132;132.132;34.32;58.32;0.1049;0.0079;0.0613;0.3087;2916.6666
347;347;347;347;charter;32.29;26.32;26.32;3.29;32.29;0.0678;0.0789;0.0014;0.0029;2083.3332
348;348;348;348;charter;32.29;7.29;7.29;7.29;32.29;0.0678;0.0503;0.2601;0.5391;5416.6667
349;349;349;349;boat;30.87;51.45;51.45;30.87;59.87;0.0678;0.0789;0.1643;0.5391;7916.6663
350;350;350;350;boat;30.87;30.87;30.87;30.87;55.87;0.0678;0.0503;0.2601;0.5391;7916.6663
351;351;351;351;boat;12.87;12.87;12.87;12.87;37.87;0.0678;0.0503;0.0276;0.0029;2916.6666
352;352;352;352;charter;46.87;21.87;21.87;21.87;46.87;0.0678;0.0503;0.023;0.1648;5416.6667
353;353;353;353;beach;24.786;24.786;24.786;24.786;49.786;0.0678;0.0503;0.2601;0.5391;5416.6667
354;354;354;354;charter;50.386;21.386;21.386;21.386;50.386;0.0678;0.0789;0.1643;0.5391;4583.332
355;355;355;355;charter;76.45;455.95;455.95;41.45;76.45;0.5333;0.0069;0.0361;0.4216;6250.0013
356;356;356;356;boat;12.87;12.87;12.87;12.87;37.87;0.0678;0.0503;0.2601;0.5391;2916.6666
357;357;357;357;charter;260.95;119.262;119.262;235.95;260.95;0.2537;0.1498;0.0531;0.0052;2916.6666
358;358;358;358;boat;15.87;15.87;15.87;15.87;40.87;0.0678;0.0503;0.2601;0.5391;3749.9999
359;359;359;359;boat;24.87;24.87;24.87;24.87;49.87;0.0678;0.0503;0.2601;0.5391;6250.0013
360;360;360;360;charter;56.87;46.45;46.45;27.87;56.87;0.0678;0.0789;0.1643;0.0041;7083.3317
361;361;361;361;beach;4.122;4.122;4.122;4.122;29.122;0.0678;0.0503;0.2601;0.5391;1249.9998
362;362;362;362;pier;4.122;4.122;4.122;4.122;29.122;0.0678;0.0503;0.2601;0.5391;1249.9998
363;363;363;363;boat;130.832;130.832;130.832;130.832;155.832;0.0678;0.0503;0.2601;0.5391;4583.332
364;364;364;364;boat;73.002;119.554;119.554;73.002;97.002;0.1049;0.0451;0.0238;0.0468;3749.9999
365;365;365;365;boat;74.354;45.402;45.402;74.354;109.354;0.0678;0.0789;0.0897;1.0905;2083.3332
366;366;366;366;charter;109.354;45.402;45.402;74.354;109.354;0.0678;0.0789;0.0559;0.6456;2083.3332
367;367;367;367;boat;73.002;119.554;119.554;73.002;97.002;0.1049;0.0451;0.1574;0.4671;3749.9999
368;368;368;368;charter;86.75399999999999;31.602;31.602;51.754;86.75399999999999;0.0678;0.0789;0.0102;0.0209;1249.9998
369;369;369;369;charter;66.602;106.714;106.714;31.602;66.602;0.5333;0.0069;0.0361;0.4216;1249.9998
370;370;370;370;beach;37.098;37.098;37.098;37.098;66.098;0.0678;0.0789;0.1643;0.5391;1249.9998
371;371;371;371;pier;20.898000000000003;20.898000000000003;20.898000000000003;20.898000000000003;49.898;0.0678;0.0789;0.1643;0.5391;416.66668
372;372;372;372;charter;189.548;393.66;393.66;154.548;189.548;0.5333;0.4522;0.0156;0.0058;5416.6667
373;373;373;373;charter;104.748;177.66;177.66;69.748;104.748;0.5333;0.0069;0.0361;0.4216;2083.3332
374;374;374;374;charter;51.832;26.832;26.832;26.832;51.832;0.0678;0.0052;0.1491;0.2421;416.66668
375;375;375;375;charter;135.032;110.032;110.032;110.032;135.032;0.0678;0.0503;0.2601;0.5391;3749.9999
376;376;376;376;boat;236.196;151.632;151.632;236.196;271.196;0.0678;0.0789;0.0102;0.0209;5416.6667
377;377;377;377;boat;328.432;511.596;511.596;328.432;352.432;0.1049;0.0451;0.0023;0.0046;12499.998
378;378;378;378;charter;165.832;353.49800000000005;353.49800000000005;130.832;165.832;0.5333;0.4522;0.2413;1.0266;4583.332
379;379;379;379;boat;106.596;68.432;68.432;106.596;141.596;0.0678;0.0789;0.0559;0.6456;2083.3332
380;380;380;380;pier;90.948;90.948;90.948;90.948;119.948;0.0678;0.0789;0.0014;0.0029;2916.6666
381;381;381;381;boat;90.948;132.99;132.99;90.948;114.948;0.1049;0.0451;0.0023;0.0046;2916.6666
382;382;382;382;charter;162.49;90.948;90.948;132.99;162.49;0.0678;0.0052;0.0732;0.1726;2916.6666
383;383;383;383;charter;61.574;65.016;65.016;26.574;61.574;0.5333;0.4522;0.2413;1.0266;416.66668
384;384;384;384;charter;123.374;216.216;216.216;88.374;123.374;0.5333;0.4522;0.0156;0.0058;2916.6666
385;385;385;385;boat;247.86;319.302;319.302;247.86;271.86;0.1049;0.0079;0.0613;0.3087;5416.6667
386;386;386;386;boat;115.196;295.422;295.422;115.196;139.196;0.1049;0.0451;0.1574;0.4671;7083.3317
387;387;387;387;pier;150.174;150.174;150.174;170.58599999999998;199.586;0.0678;0.0789;0.1643;0.5391;5416.6667
388;388;388;388;charter;185.174;367.416;367.416;150.174;185.174;0.5333;0.4522;0.2413;1.0266;5416.6667
389;389;389;389;charter;253.856;170.774;170.774;218.856;253.856;0.0678;0.0025;0.0108;0.2377;6250.0013
390;390;390;390;charter;148.256;88.374;88.374;113.256;148.256;0.0678;0.0789;0.0559;0.6456;2916.6666
391;391;391;391;beach;47.174;47.174;47.174;53.586000000000006;82.586;0.0678;0.0789;0.1643;0.5391;1249.9998
392;392;392;392;pier;129.57399999999998;129.57399999999998;129.57399999999998;147.186;176.18599999999998;0.0678;0.0789;0.1643;0.5391;4583.332
393;393;393;393;pier;108.974;108.974;108.974;123.786;152.786;0.0678;0.0789;0.1643;0.5391;3749.9999
394;394;394;394;charter;267.574;569.016;569.016;232.574;267.574;0.5333;0.4522;0.2413;1.0266;8750.001
395;395;395;395;charter;129.386;88.374;88.374;100.386;129.386;0.0678;0.0789;0.1643;0.5391;2916.6666
396;396;396;396;charter;164.574;317.016;317.016;129.57399999999998;164.574;0.5333;0.4522;0.1665;0.3975;4583.332
397;397;397;397;charter;193.448;106.596;106.596;168.44799999999998;193.448;0.2537;0.1498;0.6817;2.3014;2083.3332
398;398;398;398;charter;188.758;140.714;140.714;159.75799999999998;188.758;0.0678;0.0025;0.0499;0.2421;3749.9999
399;399;399;399;boat;140.714;171.396;171.396;140.714;164.71400000000003;0.1049;0.0451;0.1574;0.4671;3749.9999
400;400;400;400;boat;270.848;171.396;171.396;270.848;295.848;0.2537;0.1498;0.0531;0.0052;3749.9999
401;401;401;401;charter;173.59799999999998;107.916;107.916;138.59799999999998;173.59799999999998;0.0678;0.0789;0.0559;0.6456;3749.9999
402;402;402;402;boat;79.25399999999999;115.736;115.736;79.25399999999999;103.254;0.1049;0.0451;0.0023;0.0046;4583.332
403;403;403;403;charter;114.254;266.696;266.696;79.25399999999999;114.254;0.5333;0.0069;0.0361;0.4216;4583.332
404;404;404;404;boat;37.752;86.65799999999999;86.65799999999999;37.752;61.752;0.1049;0.0451;0.0023;0.0046;2916.6666
405;405;405;405;boat;11.352;58.05;58.05;11.352;46.352;0.5333;0.0069;0.0361;0.4216;416.66668
406;406;406;406;boat;37.752;86.65799999999999;86.65799999999999;37.752;61.752;0.1049;0.0451;0.0023;0.0046;2916.6666
407;407;407;407;charter;84.306;85.698;85.698;60.306;84.306;0.1049;0.0451;0.0023;0.0046;3749.9999
408;408;408;408;charter;95.306;212.658;212.658;60.306;95.306;0.5333;0.4522;0.0156;0.0058;3749.9999
409;409;409;409;charter;95.306;212.658;212.658;60.306;95.306;0.5333;0.4522;0.0156;0.0058;3749.9999
410;410;410;410;charter;72.906;69.498;69.498;48.906000000000006;72.906;0.1049;0.0451;0.0023;0.0046;2916.6666
411;411;411;411;beach;85.698;85.698;85.698;85.698;104.198;0.2537;0.1498;0.0233;0.0219;3749.9999
412;412;412;412;boat;37.506;53.298;53.298;37.506;61.506;0.1049;0.0451;0.1574;0.4671;2083.3332
413;413;413;413;boat;48.906000000000006;172.458;172.458;48.906000000000006;83.906;0.5333;0.4522;0.2413;1.0266;2916.6666
414;414;414;414;charter;95.306;212.658;212.658;60.306;95.306;0.5333;0.0069;0.0361;0.4216;3749.9999
415;415;415;415;pier;224.296;224.296;224.296;66.654;101.654;0.5333;0.4522;0.2413;1.0266;3749.9999
416;416;416;416;pier;34.874;34.874;34.874;34.874;63.874;0.0678;0.0789;0.1643;0.5391;2083.3332
417;417;417;417;charter;112.274;360.126;360.126;77.274;112.274;0.5333;0.4522;0.0156;0.0058;5416.6667
418;418;418;418;charter;59.874;34.874;34.874;34.874;59.874;0.0678;0.0503;0.0276;0.0029;2083.3332
419;419;419;419;charter;91.074;261.326;261.326;56.074;91.074;0.5333;0.4522;0.0156;0.0058;3749.9999
420;420;420;420;charter;189.734;66.67399999999999;66.67399999999999;154.734;189.734;0.0678;0.0789;0.0559;0.6456;4583.332
421;421;421;421;charter;106.274;77.274;77.274;77.274;106.274;0.0678;0.0789;0.0971;0.1648;5416.6667
422;422;422;422;charter;143.974;266.616;266.616;108.974;143.974;0.5333;0.4522;0.2413;1.0266;3749.9999
423;423;423;423;charter;99.35;191.334;191.334;64.35;99.35;0.5333;0.4522;0.2413;1.0266;2916.6666
424;424;424;424;boat;184.35;253.174;253.174;184.35;208.35;0.1049;0.0451;0.0023;0.0046;9583.3357
425;425;425;425;charter;99.35;191.334;191.334;64.35;99.35;0.5333;0.0069;0.0361;0.4216;2916.6666
426;426;426;426;boat;67.774;49.35;49.35;67.774;102.774;0.0678;0.0789;0.0897;1.0905;2083.3332
427;427;427;427;boat;64.35;191.334;191.334;64.35;99.35;0.5333;0.0069;0.0361;0.4216;2916.6666
428;428;428;428;boat;34.35;102.134;102.134;34.35;69.35;0.5333;0.4522;0.0051;1.0266;1249.9998
429;429;429;429;charter;99.35;191.334;191.334;64.35;99.35;0.5333;0.4522;0.1665;0.3975;2916.6666
430;430;430;430;charter;84.35;146.734;146.734;49.35;84.35;0.5333;0.0069;0.0361;0.4216;2083.3332
431;431;431;431;charter;114.35;235.93400000000003;235.93400000000003;79.35;114.35;0.5333;0.0069;0.0361;0.4216;3749.9999
432;432;432;432;pier;34.35;34.35;34.35;38.014;67.014;0.0678;0.0789;0.1643;0.5391;1249.9998
433;433;433;433;charter;73.35;67.774;67.774;49.35;73.35;0.1049;0.0079;0.0613;0.3087;2083.3332
434;434;434;434;pier;20.152;20.152;20.152;20.152;49.152;0.0678;0.0789;0.1643;0.5391;1249.9998
435;435;435;435;boat;45.402;74.354;74.354;45.402;69.402;0.1049;0.0451;0.0023;0.0046;2083.3332
436;436;436;436;boat;64.35;191.334;191.334;64.35;99.35;0.5333;0.4522;0.2413;1.0266;2916.6666
437;437;437;437;charter;129.77;322.218;322.218;94.77;129.77;0.5333;0.4522;0.1665;0.3975;5416.6667
438;438;438;438;boat;55.77;189.618;189.618;55.77;90.77;0.5333;0.4522;0.2413;1.0266;2916.6666
439;439;439;439;charter;94.682;489.804;489.804;59.682;94.682;0.5333;0.4522;0.2413;1.0266;7916.6663
440;440;440;440;charter;43.082;75.012;75.012;19.082;43.082;0.1049;0.0079;0.0613;0.3087;2083.3332
441;441;441;441;charter;65.682;251.804;251.804;30.682;65.682;0.5333;0.4522;0.2413;1.0266;3749.9999
442;442;442;442;charter;61.482;36.482;36.482;36.482;61.482;0.0678;0.0503;0.2601;0.5391;4583.332
443;443;443;443;pier;13.282;13.282;13.282;13.282;42.282;0.0678;0.0789;0.1643;0.5391;1249.9998
444;444;444;444;boat;167.31400000000002;322.048;322.048;167.31400000000002;202.314;0.5333;0.4522;0.1665;0.3975;4583.332
445;445;445;445;beach;74.196;74.196;74.196;74.196;92.696;0.2537;0.1498;0.0008;0.0027;1249.9998
446;446;446;446;charter;335.314;578.048;578.048;300.314;335.314;0.5333;0.4522;0.2413;1.0266;8750.001
447;447;447;447;charter;138.114;138.996;138.996;114.114;138.114;0.1049;0.0451;0.1574;0.4671;2916.6666
448;448;448;448;charter;77.9;197.34;197.34;42.9;77.9;0.5333;0.0069;0.0361;0.4216;2916.6666
449;449;449;449;boat;68.77;233.818;233.818;68.77;103.77;0.5333;0.4522;0.0156;0.0058;3749.9999
450;450;450;450;charter;158.77;133.77;133.77;133.77;158.77;0.0678;0.0052;0.1491;0.2421;7916.6663
451;451;451;451;pier;94.77;94.77;94.77;94.77;123.77;0.0678;0.0789;0.1643;0.5391;5416.6667
452;452;452;452;charter;158.77;133.77;133.77;133.77;158.77;0.0678;0.0503;0.0276;0.0029;7916.6663
453;453;453;453;boat;81.77;127.058;127.058;81.77;105.77;0.1049;0.0079;0.0613;0.3087;4583.332
454;454;454;454;charter;58.35;47.174;47.174;34.35;58.35;0.1049;0.0079;0.0613;0.3087;1249.9998
455;455;455;455;beach;109.35;109.35;109.35;121.014;150.014;0.0678;0.0789;0.1643;0.5391;5416.6667
456;456;456;456;boat;154.214;154.214;154.214;154.214;179.21400000000003;0.0678;0.0503;0.2601;0.5391;7083.3317
457;457;457;457;charter;208.35;253.174;253.174;184.35;208.35;0.1049;0.0079;0.0613;0.3087;9583.3357
458;458;458;458;charter;89.054;181.896;181.896;54.054;89.054;0.5333;0.4522;0.2413;1.0266;2916.6666
459;459;459;459;boat;54.054;78.936;78.936;54.054;78.054;0.1049;0.0451;0.0023;0.0046;2916.6666
460;460;460;460;boat;127.666;104.454;104.454;127.666;156.666;0.0678;0.0789;0.0014;0.0029;6250.0013
461;461;461;461;charter;107.952;373.05;373.05;72.952;107.952;0.5333;0.4522;0.2413;1.0266;6250.0013
462;462;462;462;boat;45.474;45.474;45.474;45.474;70.47399999999999;0.0678;0.0052;0.1491;0.2421;2916.6666
463;463;463;463;pier;45.474;45.474;45.474;45.474;74.47399999999999;0.0678;0.0789;0.1643;0.0041;2916.6666
464;464;464;464;charter;92.77;106.858;106.858;68.77;92.77;0.1049;0.0451;0.0023;0.0046;3749.9999
465;465;465;465;boat;68.77;233.818;233.818;68.77;103.77;0.5333;0.0069;0.0361;0.4216;3749.9999
466;466;466;466;boat;94.77;147.25799999999998;147.25799999999998;94.77;118.77;0.1049;0.0451;0.0023;0.0046;5416.6667
467;467;467;467;boat;94.77;147.25799999999998;147.25799999999998;94.77;118.77;0.1049;0.0451;0.0238;0.0468;5416.6667
468;468;468;468;charter;90.77;189.618;189.618;55.77;90.77;0.5333;0.4522;0.2413;1.0266;2916.6666
469;469;469;469;charter;66.77;66.458;66.458;42.77;66.77;0.1049;0.0079;0.0613;0.3087;2083.3332
470;470;470;470;boat;81.77;278.018;278.018;81.77;116.77;0.5333;0.4522;0.1665;0.3975;4583.332
471;471;471;471;charter;103.77;233.818;233.818;68.77;103.77;0.5333;0.4522;0.0156;0.0058;3749.9999
472;472;472;472;charter;66.77;66.458;66.458;42.77;66.77;0.1049;0.0451;0.0238;0.0468;2083.3332
473;473;473;473;charter;116.77;278.018;278.018;81.77;116.77;0.5333;0.0069;0.0361;0.4216;4583.332
474;474;474;474;charter;80.77;55.77;55.77;55.77;80.77;0.0678;0.0052;0.1491;0.2421;2916.6666
475;475;475;475;pier;68.77;68.77;68.77;68.77;97.77;0.0678;0.0789;0.1643;0.5391;3749.9999
